2022-11-28 02:40:12 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:47 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:47 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:47 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:48 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:48 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:48 | INFO     | DF | Model loaded
2022-11-30 02:42:49 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_0.0_clnsp9.wav' in 0.3s (RT factor: 0.032)
2022-11-30 02:42:50 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:50 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:50 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:50 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:51 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:51 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:51 | INFO     | DF | Model loaded
2022-11-30 02:42:51 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_10.0_clnsp9.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:42:52 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:52 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:52 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:52 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:53 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:53 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:53 | INFO     | DF | Model loaded
2022-11-30 02:42:54 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_20.0_clnsp9.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:42:55 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:55 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:55 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:55 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:56 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:56 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:56 | INFO     | DF | Model loaded
2022-11-30 02:42:56 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_30.0_clnsp9.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:42:57 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:57 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:57 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:57 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:58 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:58 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:58 | INFO     | DF | Model loaded
2022-11-30 02:42:59 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_40.0_clnsp9.wav' in 0.2s (RT factor: 0.031)
2022-11-30 09:38:44 | INFO     | DF | Running on torch 1.13.0+cpu
2022-11-30 09:38:44 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-11-30 09:38:44 | INFO     | DF | Git commit: 3b4a0e7, branch: main
2022-11-30 09:38:44 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 09:38:44 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 10:09:43 | INFO     | DF | Running on torch 1.13.0
2022-11-30 10:09:45 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-11-30 10:09:45 | INFO     | DF | Git commit: 3b4a0e7, branch: main
2022-11-30 10:09:45 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 10:09:45 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:06:51 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:06:51 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:06:52 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:06:52 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:20:08 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:20:08 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:20:08 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:20:08 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:23:09 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:23:09 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:23:09 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:23:09 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:27:28 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:27:28 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:27:28 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:27:28 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:29:43 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:29:43 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:29:43 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:29:43 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:46:29 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:46:29 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:46:29 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:46:29 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 20:52:46 | INFO     | DF | Running on torch 1.13.0
2022-12-02 20:52:46 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 20:52:46 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 20:52:46 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 21:10:50 | INFO     | DF | Running on torch 1.13.0+cu117
2022-12-02 21:10:50 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 21:10:50 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 21:10:50 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 21:11:20 | INFO     | DF | Running on torch 1.13.0+cu117
2022-12-02 21:11:20 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 21:11:20 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 21:11:20 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 21:11:23 | INFO     | DF | Found checkpoint G:\df2_shrunk\checkpoints\model_30.ckpt.best with epoch 30
2022-12-02 21:11:23 | INFO     | DF | Running on device cuda:0
2022-12-02 21:11:23 | INFO     | DF | Model loaded
2022-12-02 21:11:55 | INFO     | DF | Running on torch 1.13.0+cu117
2022-12-02 21:11:55 | INFO     | DF | Running on host LAPTOP-UF789DNR
2022-12-02 21:11:55 | INFO     | DF | Loading model settings of df2_shrunk
2022-12-02 21:11:55 | INFO     | DF | Initializing model `deepfilternet2`
2022-12-02 21:11:56 | INFO     | DF | Found checkpoint G:\df2_shrunk\checkpoints\model_30.ckpt.best with epoch 30
2022-12-02 21:11:56 | INFO     | DF | Running on device cuda:0
2022-12-02 21:11:56 | INFO     | DF | Model loaded
2022-12-02 21:11:58 | INFO     | DF | Enhanced noisy audio file 'noisy9_SNRdb_0.0_clnsp9.wav' in 1.3s (RT factor: 0.166)
